Año,id Num,ESTU_DEPTO_PRESENTACION,Puntaje,Frec Biologia,Frec Matematicas,Frec Fisica,Frec Lenguaje
2005,08,ATLANTICO,36,,2825,11,
2005,08,ATLANTICO,37,11,,,2017
2005,08,ATLANTICO,38,2097,30,,7
2005,08,ATLANTICO,39,,,3024,
2005,08,ATLANTICO,40,23,3932,26,2405
2005,08,ATLANTICO,41,2904,,,20
2005,08,ATLANTICO,42,14,34,4028,2488
2005,08,ATLANTICO,43,3441,4242,27,19
2005,08,ATLANTICO,44,19,,,2550
2005,08,ATLANTICO,45,3382,23,,22
2005,08,ATLANTICO,46,,3944,4310,2423
2005,08,ATLANTICO,47,2927,,,
2005,08,ATLANTICO,48,18,2975,3762,25
2005,08,ATLANTICO,49,2356,,38,2284
2005,08,ATLANTICO,50,16,,,16
2005,08,ATLANTICO,51,1794,1979,2826,2016
2005,08,ATLANTICO,52,32,,,24
2005,08,ATLANTICO,53,1342,1204,,1535
2005,08,ATLANTICO,54,25,,1951,37
2005,08,ATLANTICO,55,971,615,,
2005,08,ATLANTICO,56,735,32,1123,1291
2005,08,ATLANTICO,57,31,427,,
2005,08,ATLANTICO,58,531,,671,52
2005,08,ATLANTICO,59,29,33,,860
2005,08,ATLANTICO,60,401,282,353,
2005,08,ATLANTICO,61,37,34,24,48
2005,08,ATLANTICO,62,261,156,,550
2005,08,ATLANTICO,63,30,,267,54
2005,08,ATLANTICO,64,187,155,,
2005,08,ATLANTICO,65,56,,195,
2005,08,ATLANTICO,66,109,,,375
2005,08,ATLANTICO,67,,116,110,
2005,08,ATLANTICO,68,24,,18,
2005,08,ATLANTICO,69,72,54,,26
2005,08,ATLANTICO,70,,21,94,
2005,08,ATLANTICO,71,63,,,155
2005,08,ATLANTICO,72,,37,,
2005,08,ATLANTICO,73,,8,75,6
2005,08,ATLANTICO,74,10,,,
2005,08,ATLANTICO,75,32,24,24,
2005,08,ATLANTICO,76,,6,21,
2005,08,ATLANTICO,77,,,,
2005,08,ATLANTICO,78,,,,5
2005,08,ATLANTICO,79,3,11,20,59
2005,08,ATLANTICO,80,4,14,12,
2005,08,ATLANTICO,81,,,,
2005,08,ATLANTICO,82,,,9,
2005,08,ATLANTICO,83,,11,,
2005,08,ATLANTICO,84,,,,
2005,08,ATLANTICO,85,,5,11,8
2005,08,ATLANTICO,86,,,,3
2005,08,ATLANTICO,87,3,,3,
2005,08,ATLANTICO,88,,,,
2005,08,ATLANTICO,89,,1,,
2005,08,ATLANTICO,90,,,,
2005,08,ATLANTICO,91,,1,,
2005,08,ATLANTICO,92,,,,
2005,08,ATLANTICO,93,,,1,
2005,08,ATLANTICO,94,,,,
2005,08,ATLANTICO,95,,,,
2005,08,ATLANTICO,96,,,,
2005,08,ATLANTICO,97,,,,
2005,08,ATLANTICO,98,,,,
2005,08,ATLANTICO,99,,1,,
2005,08,ATLANTICO,100,,,,
2005,11,BOGOTA,,,,,
2005,11,BOGOTA,-1,,,1,
2005,11,BOGOTA,0,28,55,71,1
2005,11,BOGOTA,1,5,,,
2005,11,BOGOTA,2,,,,
2005,11,BOGOTA,3,,,,
2005,11,BOGOTA,4,,,,
2005,11,BOGOTA,5,2,,,
2005,11,BOGOTA,6,1,4,,
2005,11,BOGOTA,7,,,,
2005,11,BOGOTA,8,,,,
2005,11,BOGOTA,9,,,,9
2005,11,BOGOTA,10,,,5,3
2005,11,BOGOTA,11,,,,
2005,11,BOGOTA,12,,11,,
2005,11,BOGOTA,13,,,,
2005,11,BOGOTA,14,,,,
2005,11,BOGOTA,15,,,,2
2005,11,BOGOTA,16,,461,19,
2005,11,BOGOTA,17,3,,,39
2005,11,BOGOTA,18,,,,
2005,11,BOGOTA,19,,,476,
2005,11,BOGOTA,20,,,,
2005,11,BOGOTA,21,9,,,
2005,11,BOGOTA,22,193,77,,156
2005,11,BOGOTA,23,,,,21
2005,11,BOGOTA,24,,,,
2005,11,BOGOTA,25,,,,
2005,11,BOGOTA,26,,1801,83,412
2005,11,BOGOTA,27,,,,
2005,11,BOGOTA,28,,,1895,64
2005,11,BOGOTA,29,68,199,,942
2005,11,BOGOTA,30,851,,,
2005,11,BOGOTA,31,,,,
2005,11,BOGOTA,32,,4554,261,1829
2005,11,BOGOTA,33,180,,,
2005,11,BOGOTA,34,2208,390,4834,
2005,11,BOGOTA,35,,,1,2918
2005,11,BOGOTA,36,,8098,475,
2005,11,BOGOTA,37,324,1,1,4161
2005,11,BOGOTA,38,4637,662,1,432
2005,11,BOGOTA,39,,,8811,
2005,11,BOGOTA,40,535,11396,746,5394
2005,11,BOGOTA,41,7065,2,3,522
2005,11,BOGOTA,42,652,899,12386,6868
2005,11,BOGOTA,43,8999,13169,879,643
2005,11,BOGOTA,44,657,,2,7969
2005,11,BOGOTA,45,10090,912,,663
2005,11,BOGOTA,46,,12587,14662,8968
2005,11,BOGOTA,47,10622,1,,
2005,11,BOGOTA,48,582,11155,12796,628
2005,11,BOGOTA,49,8980,1,758,9079
2005,11,BOGOTA,50,413,,,514
2005,11,BOGOTA,51,7884,8020,10985,9093
2005,11,BOGOTA,52,399,,,541
2005,11,BOGOTA,53,6342,5653,,7982
2005,11,BOGOTA,54,310,,7693,500
2005,11,BOGOTA,55,4849,3252,,
2005,11,BOGOTA,56,4131,414,4930,7052
2005,11,BOGOTA,57,302,1964,,
2005,11,BOGOTA,58,2792,,2877,409
2005,11,BOGOTA,59,294,325,1,4980
2005,11,BOGOTA,60,1857,1296,1586,
2005,11,BOGOTA,61,279,269,213,357
2005,11,BOGOTA,62,1317,863,,3381
2005,11,BOGOTA,63,244,,1100,285
2005,11,BOGOTA,64,848,691,,
2005,11,BOGOTA,65,207,,722,
2005,11,BOGOTA,66,484,,,2224
2005,11,BOGOTA,67,,486,332,
2005,11,BOGOTA,68,166,,104,
2005,11,BOGOTA,69,265,239,,116
2005,11,BOGOTA,70,,113,308,
2005,11,BOGOTA,71,242,,,900
2005,11,BOGOTA,72,,149,,
2005,11,BOGOTA,73,,59,204,60
2005,11,BOGOTA,74,70,,,
2005,11,BOGOTA,75,66,116,95,
2005,11,BOGOTA,76,,38,52,
2005,11,BOGOTA,77,,,,
2005,11,BOGOTA,78,,,,36
2005,11,BOGOTA,79,26,57,52,301
2005,11,BOGOTA,80,22,22,18,
2005,11,BOGOTA,81,,,,
2005,11,BOGOTA,82,,,28,
2005,11,BOGOTA,83,,21,,
2005,11,BOGOTA,84,,,,
2005,11,BOGOTA,85,,14,15,58
2005,11,BOGOTA,86,4,,,3
2005,11,BOGOTA,87,7,,10,
2005,11,BOGOTA,88,,,,
2005,11,BOGOTA,89,,8,,
2005,11,BOGOTA,90,,,11,
2005,11,BOGOTA,91,2,5,,
2005,11,BOGOTA,92,,,,
2005,11,BOGOTA,93,,,6,
2005,11,BOGOTA,94,,,,
2005,11,BOGOTA,95,,,,
2005,11,BOGOTA,96,,,,
2005,11,BOGOTA,97,,,,
2005,11,BOGOTA,98,,,,
2005,11,BOGOTA,99,,5,,
2005,11,BOGOTA,100,,,5,
2005,13,BOLIVAR,,,,,
2005,13,BOLIVAR,-1,1,,,
2005,13,BOLIVAR,0,13,10,18,2
2005,13,BOLIVAR,1,,,,
2005,13,BOLIVAR,2,,,,
2005,13,BOLIVAR,3,,,,
2005,13,BOLIVAR,4,,,,
2005,13,BOLIVAR,5,,,,
2005,13,BOLIVAR,6,,,,
2005,13,BOLIVAR,7,,,,
2005,13,BOLIVAR,8,,,,
2005,13,BOLIVAR,9,,,,12
2005,13,BOLIVAR,10,,,,
2005,13,BOLIVAR,11,,,,
2005,13,BOLIVAR,12,,1,,
2005,13,BOLIVAR,13,,,,
2005,13,BOLIVAR,14,,,,
2005,13,BOLIVAR,15,,,,
2005,13,BOLIVAR,16,,139,,
2005,13,BOLIVAR,17,,,,45
2005,13,BOLIVAR,18,,,,
2005,13,BOLIVAR,19,,,130,
2005,13,BOLIVAR,20,,,,
2005,13,BOLIVAR,21,1,,,
2005,13,BOLIVAR,22,79,,,165
2005,13,BOLIVAR,23,,,,
2005,13,BOLIVAR,24,,,,
2005,13,BOLIVAR,25,,,,
2005,13,BOLIVAR,26,,569,1,384
2005,13,BOLIVAR,27,,,,
2005,13,BOLIVAR,28,,,481,4
2005,13,BOLIVAR,29,1,12,,698
2005,13,BOLIVAR,30,336,,,
2005,13,BOLIVAR,31,,,,
2005,13,BOLIVAR,32,,1343,4,1055
2005,13,BOLIVAR,33,7,,,
2005,13,BOLIVAR,34,923,19,1280,
2005,13,BOLIVAR,35,,,,1464
2005,13,BOLIVAR,36,,2380,19,
2005,13,BOLIVAR,37,15,,,1755
2005,13,BOLIVAR,38,1675,32,1,12
2005,13,BOLIVAR,39,,,2347,
2005,13,BOLIVAR,40,18,3088,35,1887
2005,13,BOLIVAR,41,2309,,,19
2005,13,BOLIVAR,42,22,26,2983,1979
2005,13,BOLIVAR,43,2669,3252,23,19
2005,13,BOLIVAR,44,23,,,1963
2005,13,BOLIVAR,45,2641,25,,20
2005,13,BOLIVAR,46,,2897,3236,1748
2005,13,BOLIVAR,47,2207,,,
2005,13,BOLIVAR,48,15,2154,3000,20
2005,13,BOLIVAR,49,1685,,25,1589
2005,13,BOLIVAR,50,22,,,20
2005,13,BOLIVAR,51,1279,1364,2152,1332
2005,13,BOLIVAR,52,10,,,13
2005,13,BOLIVAR,53,936,813,,975
2005,13,BOLIVAR,54,8,,1396,33
2005,13,BOLIVAR,55,661,406,,
2005,13,BOLIVAR,56,509,13,890,773
2005,13,BOLIVAR,57,16,199,,
2005,13,BOLIVAR,58,350,,425,21
2005,13,BOLIVAR,59,15,11,,496
2005,13,BOLIVAR,60,224,128,248,
2005,13,BOLIVAR,61,20,10,11,16
2005,13,BOLIVAR,62,165,69,,313
2005,13,BOLIVAR,63,9,,124,10
2005,13,BOLIVAR,64,93,57,,
2005,13,BOLIVAR,65,11,,97,
2005,13,BOLIVAR,66,62,,,166
2005,13,BOLIVAR,67,,41,50,
2005,13,BOLIVAR,68,11,,5,
2005,13,BOLIVAR,69,33,18,,4
2005,13,BOLIVAR,70,,2,45,
2005,13,BOLIVAR,71,16,,,70
2005,13,BOLIVAR,72,,9,,
2005,13,BOLIVAR,73,,7,25,3
2005,13,BOLIVAR,74,6,,,
2005,13,BOLIVAR,75,7,4,14,
2005,13,BOLIVAR,76,,2,4,
2005,13,BOLIVAR,77,,,,
2005,13,BOLIVAR,78,,,,
2005,13,BOLIVAR,79,,3,11,18
2005,13,BOLIVAR,80,1,2,5,
2005,13,BOLIVAR,81,,,,
2005,13,BOLIVAR,82,,,10,
2005,13,BOLIVAR,83,,,,
2005,13,BOLIVAR,84,,,,
2005,13,BOLIVAR,85,,,6,3
2005,13,BOLIVAR,86,,,,
2005,13,BOLIVAR,87,1,,4,
2005,13,BOLIVAR,88,,,,
2005,13,BOLIVAR,89,,,,
2005,13,BOLIVAR,90,,,1,
2005,13,BOLIVAR,91,,,,
2005,13,BOLIVAR,92,,,,
2005,13,BOLIVAR,93,,,,
2005,13,BOLIVAR,94,,,,
2005,13,BOLIVAR,95,,,,
2005,13,BOLIVAR,96,,,,
2005,13,BOLIVAR,97,,,,
2005,13,BOLIVAR,98,,,,
2005,13,BOLIVAR,99,,1,,
2005,13,BOLIVAR,100,,,,
2005,15,BOYACA,,,,,
2005,15,BOYACA,-1,,,,
2005,15,BOYACA,0,6,9,10,2
2005,15,BOYACA,1,1,,,
2005,15,BOYACA,2,,,,
2005,15,BOYACA,3,,,,
2005,15,BOYACA,4,,,,
2005,15,BOYACA,5,,,,
2005,15,BOYACA,6,,1,,
2005,15,BOYACA,7,,,,
2005,15,BOYACA,8,,,,
2005,15,BOYACA,9,,,,3
2005,15,BOYACA,10,,,1,
2005,15,BOYACA,11,,,,
2005,15,BOYACA,12,,2,,
2005,15,BOYACA,13,,,,
2005,15,BOYACA,14,,,,
2005,15,BOYACA,15,,,,
2005,15,BOYACA,16,,89,2,
2005,15,BOYACA,17,1,,,10
2005,15,BOYACA,18,,,,
2005,15,BOYACA,19,,,90,
2005,15,BOYACA,20,,,,
2005,15,BOYACA,21,,,,
2005,15,BOYACA,22,38,5,,62
2005,15,BOYACA,23,,,,2
2005,15,BOYACA,24,,,,
2005,15,BOYACA,25,,,,
2005,15,BOYACA,26,,346,7,117
2005,15,BOYACA,27,,,,
2005,15,BOYACA,28,,,339,5
2005,15,BOYACA,29,4,15,,262
2005,15,BOYACA,30,180,,,
2005,15,BOYACA,31,,,,
2005,15,BOYACA,32,,871,15,507
2005,15,BOYACA,33,8,,,
2005,15,BOYACA,34,471,32,922,
2005,15,BOYACA,35,,,,775
2005,15,BOYACA,36,,1534,27,
2005,15,BOYACA,37,27,,,1018
2005,15,BOYACA,38,971,33,,41
2005,15,BOYACA,39,,,1695,
2005,15,BOYACA,40,31,2232,41,1232
2005,15,BOYACA,41,1392,,,36
2005,15,BOYACA,42,40,58,2297,1507
2005,15,BOYACA,43,1821,2446,56,48
2005,15,BOYACA,44,43,,1,1619
2005,15,BOYACA,45,1907,59,,44
2005,15,BOYACA,46,,2238,2719,1608
2005,15,BOYACA,47,1955,,,
2005,15,BOYACA,48,30,1915,2429,28
2005,15,BOYACA,49,1662,,41,1605
2005,15,BOYACA,50,23,,,23
2005,15,BOYACA,51,1320,1317,1823,1406
2005,15,BOYACA,52,18,,,19
2005,15,BOYACA,53,990,857,,1171
2005,15,BOYACA,54,9,,1230,9
2005,15,BOYACA,55,806,531,,
2005,15,BOYACA,56,570,9,757,934
2005,15,BOYACA,57,2,317,,
2005,15,BOYACA,58,406,,404,3
2005,15,BOYACA,59,2,5,,635
2005,15,BOYACA,60,267,200,222,
2005,15,BOYACA,61,1,2,2,2
2005,15,BOYACA,62,195,135,,363
2005,15,BOYACA,63,,,117,
2005,15,BOYACA,64,106,58,,
2005,15,BOYACA,65,1,,70,
2005,15,BOYACA,66,73,,,210
2005,15,BOYACA,67,,43,47,
2005,15,BOYACA,68,,,,
2005,15,BOYACA,69,32,23,,
2005,15,BOYACA,70,,,27,
2005,15,BOYACA,71,11,,,77
2005,15,BOYACA,72,,20,,
2005,15,BOYACA,73,,,18,
2005,15,BOYACA,74,,,,
2005,15,BOYACA,75,4,9,6,
2005,15,BOYACA,76,,,,
2005,15,BOYACA,77,,,,
2005,15,BOYACA,78,,,,
2005,15,BOYACA,79,,6,4,37
2005,15,BOYACA,80,2,,,
2005,15,BOYACA,81,,,,
2005,15,BOYACA,82,,,3,
2005,15,BOYACA,83,,5,,
2005,15,BOYACA,84,,,,
2005,15,BOYACA,85,,,,6
2005,15,BOYACA,86,,,,
2005,15,BOYACA,87,,,3,
2005,15,BOYACA,88,,,,
2005,15,BOYACA,89,,2,,
2005,15,BOYACA,90,,,,
2005,15,BOYACA,91,,,,
2005,15,BOYACA,92,,,,
2005,15,BOYACA,93,,,1,
2005,15,BOYACA,94,,,,
2005,15,BOYACA,95,,,,
2005,15,BOYACA,96,,,,
2005,15,BOYACA,97,,,,
2005,15,BOYACA,98,,,,
2005,15,BOYACA,99,,2,,
2005,15,BOYACA,100,,,,
2005,17,CALDAS,,,,,
2005,17,CALDAS,-1,,,,
2005,17,CALDAS,0,1,4,8,1
2005,17,CALDAS,1,,,,
2005,17,CALDAS,2,,,,
2005,17,CALDAS,3,,,,
2005,17,CALDAS,4,,,,
2005,17,CALDAS,5,,,,
2005,17,CALDAS,6,,,,
2005,17,CALDAS,7,,,,
2005,17,CALDAS,8,,,,
2005,17,CALDAS,9,,,,4
2005,17,CALDAS,10,,,,1
2005,17,CALDAS,11,,,,
2005,17,CALDAS,12,,4,,
2005,17,CALDAS,13,,,,
2005,17,CALDAS,14,,,,
2005,17,CALDAS,15,,,,1
2005,17,CALDAS,16,,64,4,
2005,17,CALDAS,17,,,,5
2005,17,CALDAS,18,,,,
2005,17,CALDAS,19,,,62,
2005,17,CALDAS,20,,,,
2005,17,CALDAS,21,5,,,
2005,17,CALDAS,22,28,7,,32
2005,17,CALDAS,23,,,,2
2005,17,CALDAS,24,,,,
2005,17,CALDAS,25,,,,
2005,17,CALDAS,26,,212,10,99
2005,17,CALDAS,27,,,,
2005,17,CALDAS,28,,,243,11
2005,17,CALDAS,29,8,20,,188
2005,17,CALDAS,30,164,,,
2005,17,CALDAS,31,,,,
2005,17,CALDAS,32,,593,23,363
2005,17,CALDAS,33,20,,,
2005,17,CALDAS,34,401,42,690,
2005,17,CALDAS,35,,,,534
2005,17,CALDAS,36,,1109,38,
2005,17,CALDAS,37,26,,,698
2005,17,CALDAS,38,779,49,,30
2005,17,CALDAS,39,,,1224,
2005,17,CALDAS,40,39,1642,73,880
2005,17,CALDAS,41,1052,,,56
2005,17,CALDAS,42,70,79,1679,1051
2005,17,CALDAS,43,1370,1846,70,49
2005,17,CALDAS,44,67,,,1176
2005,17,CALDAS,45,1370,76,,60
2005,17,CALDAS,46,,1659,1958,1151
2005,17,CALDAS,47,1355,,,
2005,17,CALDAS,48,40,1339,1571,56
2005,17,CALDAS,49,1057,,54,1018
2005,17,CALDAS,50,31,,,43
2005,17,CALDAS,51,884,908,1346,987
2005,17,CALDAS,52,21,,,23
2005,17,CALDAS,53,695,576,,823
2005,17,CALDAS,54,12,,845,28
2005,17,CALDAS,55,485,334,,
2005,17,CALDAS,56,342,18,484,654
2005,17,CALDAS,57,7,181,,
2005,17,CALDAS,58,248,,287,12
2005,17,CALDAS,59,10,3,,437
2005,17,CALDAS,60,159,97,147,
2005,17,CALDAS,61,4,6,4,9
2005,17,CALDAS,62,112,57,,298
2005,17,CALDAS,63,7,,78,8
2005,17,CALDAS,64,72,35,,
2005,17,CALDAS,65,3,,56,
2005,17,CALDAS,66,50,,,159
2005,17,CALDAS,67,,33,31,
2005,17,CALDAS,68,1,,2,
2005,17,CALDAS,69,23,12,,3
2005,17,CALDAS,70,,1,20,
2005,17,CALDAS,71,8,,,63
2005,17,CALDAS,72,,8,,
2005,17,CALDAS,73,,4,11,
2005,17,CALDAS,74,3,,,
2005,17,CALDAS,75,4,8,5,
2005,17,CALDAS,76,,1,1,
2005,17,CALDAS,77,,,,
2005,17,CALDAS,78,,,,
2005,17,CALDAS,79,,2,2,20
2005,17,CALDAS,80,1,1,2,
2005,17,CALDAS,81,,,,
2005,17,CALDAS,82,,,5,
2005,17,CALDAS,83,,1,,
2005,17,CALDAS,84,,,,
2005,17,CALDAS,85,,,,1
2005,17,CALDAS,86,,,,
2005,17,CALDAS,87,,,1,
2005,17,CALDAS,88,,,,
2005,17,CALDAS,89,,1,,
2005,17,CALDAS,90,,,,
2005,17,CALDAS,91,,,,
2005,17,CALDAS,92,,,,
2005,17,CALDAS,93,,,,
2005,17,CALDAS,94,,,,
2005,17,CALDAS,95,,,,
2005,17,CALDAS,96,,,,
2005,17,CALDAS,97,,,,
2005,17,CALDAS,98,,,,
2005,17,CALDAS,99,,1,,
2005,17,CALDAS,100,,,,
2005,18,CAQUETA,,,,,
2005,18,CAQUETA,-1,,,,
2005,18,CAQUETA,0,,2,5,
2005,18,CAQUETA,1,,,,
2005,18,CAQUETA,2,,,,
2005,18,CAQUETA,3,,,,
2005,18,CAQUETA,4,,,,
2005,18,CAQUETA,5,,,,
2005,18,CAQUETA,6,,,,
2005,18,CAQUETA,7,,,,
2005,18,CAQUETA,8,,,,
2005,18,CAQUETA,9,,,,1
2005,18,CAQUETA,10,,,,
2005,18,CAQUETA,11,,,,
2005,18,CAQUETA,12,,2,,
2005,18,CAQUETA,13,,,,
2005,18,CAQUETA,14,,,,
2005,18,CAQUETA,15,,,,
2005,18,CAQUETA,16,,19,1,
2005,18,CAQUETA,17,,,,5
2005,18,CAQUETA,18,,,,
2005,18,CAQUETA,19,,,16,
2005,18,CAQUETA,20,,,,
2005,18,CAQUETA,21,2,,,
2005,18,CAQUETA,22,15,4,,9
2005,18,CAQUETA,23,,,,
2005,18,CAQUETA,24,,,,
2005,18,CAQUETA,25,,,,
2005,18,CAQUETA,26,,73,3,28
2005,18,CAQUETA,27,,,,
2005,18,CAQUETA,28,,,67,10
2005,18,CAQUETA,29,6,11,,57
2005,18,CAQUETA,30,40,,,
2005,18,CAQUETA,31,,,,
2005,18,CAQUETA,32,,162,9,139
2005,18,CAQUETA,33,16,,,
2005,18,CAQUETA,34,104,19,173,
2005,18,CAQUETA,35,,,,161
2005,18,CAQUETA,36,,290,20,
2005,18,CAQUETA,37,14,,,215
2005,18,CAQUETA,38,183,26,,18
2005,18,CAQUETA,39,,,303,
2005,18,CAQUETA,40,24,410,24,246
2005,18,CAQUETA,41,262,,,30
2005,18,CAQUETA,42,15,32,418,254
2005,18,CAQUETA,43,363,421,30,23
2005,18,CAQUETA,44,34,,,294
2005,18,CAQUETA,45,334,25,,19
2005,18,CAQUETA,46,,351,467,243
2005,18,CAQUETA,47,326,,,
2005,18,CAQUETA,48,17,295,378,15
2005,18,CAQUETA,49,248,,23,230
2005,18,CAQUETA,50,6,,,9
2005,18,CAQUETA,51,187,214,280,200
2005,18,CAQUETA,52,6,,,5
2005,18,CAQUETA,53,150,131,,171
2005,18,CAQUETA,54,,,166,
2005,18,CAQUETA,55,91,72,,
2005,18,CAQUETA,56,78,2,111,105
2005,18,CAQUETA,57,1,24,,
2005,18,CAQUETA,58,36,,55,2
2005,18,CAQUETA,59,,1,,64
